AccSpeciesName,TraitID,TraitName,OriglName,OrigValueStr,OrigUncertaintyStr,StdValue,UnitName,ErrorRisk,Reference,Comment
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,15.33333,NA,15.33333,g/cm3,1.1499,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.8,NA,10.8,g/cm3,0.4334,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.92857,NA,10.92857,g/cm3,0.4104,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11.85714,NA,11.85714,g/cm3,0.2516,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11,NA,11,g/cm3,0.3977,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,12.57143,NA,12.57143,g/cm3,0.425,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,12.42857,NA,12.42857,g/cm3,0.3767,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,22.92683,NA,22.92683,g/cm3,2.848,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,14.4,NA,14.4,g/cm3,0.9982,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,15.07937,NA,15.07937,g/cm3,1.0275,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,6.31579,NA,6.31579,g/cm3,1.577,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,6.20833,NA,6.20833,g/cm3,1.6136,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,4.25,NA,4.25,g/cm3,2.7323,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,7.94737,NA,7.94737,g/cm3,1.5107,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,6.95238,NA,6.95238,g/cm3,2.0753,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.18182,NA,10.18182,g/cm3,1.2076,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,6.73077,NA,6.73077,g/cm3,2.9548,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,7.34615,NA,7.34615,g/cm3,2.1427,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,7.72727,NA,7.72727,g/cm3,2.2927,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus laurifolia,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,6.73684,NA,6.73684,g/cm3,2.4244,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,4.41834,NA,4.41834,g/cm3,3.9888,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,2.45604,NA,2.45604,g/cm3,6.5808,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.52632,NA,10.52632,g/cm3,0.4866,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carpinus caroliniana,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11.11111,NA,11.11111,g/cm3,0.6838,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carya cordiformis,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,8.125,NA,8.125,g/cm3,1.1307,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.43478,NA,10.43478,g/cm3,0.693,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,15.8,NA,15.8,g/cm3,1.3898,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus laurifolia,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,14.08333,NA,14.08333,g/cm3,1.5563,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.76471,NA,10.76471,g/cm3,0.8934,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,13.75,NA,13.75,g/cm3,0.8032,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,8.95238,NA,8.95238,g/cm3,1.6715,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11.5625,NA,11.5625,g/cm3,0.3006,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,14.84615,NA,14.84615,g/cm3,0.9887,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11.93333,NA,11.93333,g/cm3,0.2391,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,16.5,NA,16.5,g/cm3,1.2516,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,20.88889,NA,20.88889,g/cm3,2.5684,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,16.63636,NA,16.63636,g/cm3,1.6076,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,19.20455,NA,19.20455,g/cm3,1.6295,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,20.88889,NA,20.88889,g/cm3,2.5684,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Betula nigra,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,12.55556,NA,12.55556,g/cm3,0.1813,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,15.05832,NA,15.05832,g/cm3,1.0736,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.15,NA,10.15,g/cm3,0.5643,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11.21429,NA,11.21429,g/cm3,0.3601,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,13.92857,NA,13.92857,g/cm3,0.8577,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,17.13333,NA,17.13333,g/cm3,1.3454,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,13.125,NA,13.125,g/cm3,0.4935,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11.53696,NA,11.53696,g/cm3,0.6737,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.52035,NA,10.52035,g/cm3,0.4866,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carpinus caroliniana,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11.11809,NA,11.11809,g/cm3,0.6838,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Carya cordiformis,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,8.12781,NA,8.12781,g/cm3,1.1307,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.42825,NA,10.42825,g/cm3,0.693,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,22.71342,NA,22.71342,g/cm3,2.9171,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,13.57693,NA,13.57693,g/cm3,1.8041,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,16.82403,NA,16.82403,g/cm3,1.6549,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,8.56522,NA,8.56522,g/cm3,0.9267,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,17.33855,NA,17.33855,g/cm3,1.0393,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,17.41379,NA,17.41379,g/cm3,1.0576,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,18.10588,NA,18.10588,g/cm3,1.2221,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus nigra,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,16.55172,NA,16.55172,g/cm3,0.8433,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,15.41284,NA,15.41284,g/cm3,1.1718,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,15.35714,NA,15.35714,g/cm3,1.1565,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,15.33645,NA,15.33645,g/cm3,1.1565,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,14.46364,NA,14.46364,g/cm3,0.9035,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.18182,NA,10.18182,g/cm3,0.9556,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.58036,NA,10.58036,g/cm3,1.1176,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,11.41964,NA,11.41964,g/cm3,1.4399,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,10.45946,NA,10.45946,g/cm3,1.0691,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,22.71342,NA,22.71342,g/cm3,2.9171,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,56,Leaf nitrogen/phosphorus (N/P) ratio,N/P,13.57693,NA,13.57693,g/cm3,1.8041,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Nyssa sylvatica,56,Leaf nitrogen/phosphorus (N/P) ratio,leafNtoP,14.40678,NA,14.40678,g/cm3,0.9139,"Kerkhoff, A. J., W. F. Fagan, J. J. Elser, and B. J. Enquist. 2006. Phylogenetic and growth form variation in the scaling of nitrogen and phosphorus in the seed plants. American Naturalist 168:E103-E122.",NA
Diospyros virginiana,56,Leaf nitrogen/phosphorus (N/P) ratio,leafNtoP,16.58824,NA,16.58824,g/cm3,1.1483,"Kerkhoff, A. J., W. F. Fagan, J. J. Elser, and B. J. Enquist. 2006. Phylogenetic and growth form variation in the scaling of nitrogen and phosphorus in the seed plants. American Naturalist 168:E103-E122.",NA
Quercus michauxii,56,Leaf nitrogen/phosphorus (N/P) ratio,leafNtoP,14.46996,NA,14.46996,g/cm3,0.9035,"Kerkhoff, A. J., W. F. Fagan, J. J. Elser, and B. J. Enquist. 2006. Phylogenetic and growth form variation in the scaling of nitrogen and phosphorus in the seed plants. American Naturalist 168:E103-E122.",NA
Liquidambar styraciflua,56,Leaf nitrogen/phosphorus (N/P) ratio,leafNtoP,5.2069,NA,5.2069,g/cm3,1.9891,"Kerkhoff, A. J., W. F. Fagan, J. J. Elser, and B. J. Enquist. 2006. Phylogenetic and growth form variation in the scaling of nitrogen and phosphorus in the seed plants. American Naturalist 168:E103-E122.",NA
Carya cordiformis,56,Leaf nitrogen/phosphorus (N/P) ratio,leafNtoP,9,NA,9,g/cm3,0.821,"Kerkhoff, A. J., W. F. Fagan, J. J. Elser, and B. J. Enquist. 2006. Phylogenetic and growth form variation in the scaling of nitrogen and phosphorus in the seed plants. American Naturalist 168:E103-E122.",NA
Acer rubrum,56,Leaf nitrogen/phosphorus (N/P) ratio,leafNtoP,12.6815,NA,12.6815,g/cm3,0.4618,"Kerkhoff, A. J., W. F. Fagan, J. J. Elser, and B. J. Enquist. 2006. Phylogenetic and growth form variation in the scaling of nitrogen and phosphorus in the seed plants. American Naturalist 168:E103-E122.",NA
Ulmus americana,56,Leaf nitrogen/phosphorus (N/P) ratio,leafNtoP,11.53846,NA,11.53846,g/cm3,1.1174,"Kerkhoff, A. J., W. F. Fagan, J. J. Elser, and B. J. Enquist. 2006. Phylogenetic and growth form variation in the scaling of nitrogen and phosphorus in the seed plants. American Naturalist 168:E103-E122.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),3100,NA,3.1,mg/g,2.2962,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),3900,NA,3.9,mg/g,2.0746,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),3000,NA,3,mg/g,2.1967,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Ulmus americana,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),4100,NA,4.1,mg/g,2.1538,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1750,NA,1.75,mg/g,0.8053,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1740,NA,1.74,mg/g,0.7962,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1790,NA,1.79,mg/g,0.8411,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1730,NA,1.73,mg/g,0.7871,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Liquidambar styraciflua,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1710,NA,1.71,mg/g,0.7687,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1700,NA,1.7,mg/g,0.7594,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1500,NA,1.5,mg/g,0.5612,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1600,NA,1.6,mg/g,0.6634,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1600,NA,1.6,mg/g,0.6634,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1700,NA,1.7,mg/g,0.7594,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
Acer rubrum,15,Leaf phosphorus (P) content per leaf dry mass,P(ppm),1300,NA,1.3,mg/g,0.5536,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",NA
